Contar ocurrencias (con toma de tiempos) 
10 1.09e-07
1010 1.0979e-05
2010 2.1553e-05
3010 3.189e-05
4010 4.2132e-05
5010 5.2719e-05
6010 6.3185e-05
7010 7.3902e-05
8010 8.5032e-05
9010 9.6614e-05
10010 0.000107158
11010 0.000117614
12010 0.000128076
13010 0.000138823
14010 0.00014987
15010 0.000160472
16010 0.000171442
17010 0.000181973
18010 0.000192712
19010 0.000202361
20010 0.000212864
21010 0.000223915
22010 0.000233436
23010 0.000244414
24010 0.000254116
25010 0.000266294
26010 0.000277014
27010 0.000286742
28010 0.00029721
29010 0.000306836
30010 0.000317593
31010 0.000328069
32010 0.000337734
33010 0.000348745
34010 0.000358826
35010 0.000370144
36010 0.000380117
37010 0.000390109
38010 0.000401613
39010 0.000411627
40010 0.000421883
41010 0.000433782
42010 0.000443942
43010 0.000452969
44010 0.000464691
45010 0.000475316
46010 0.000485236
47010 0.000495539
48010 0.000505956
49010 0.000517898
50010 0.000527645
51010 0.000538259
52010 0.000549274
53010 0.000560007
54010 0.000570465
55010 0.000582576
56010 0.000594752
57010 0.000605596
58010 0.000617065
59010 0.000626727
60010 0.000638445
61010 0.000649919
62010 0.000661693
63010 0.000672704
64010 0.000685279
65010 0.000698129
66010 0.00070853
67010 0.000720274
68010 0.000732167
69010 0.000744702
70010 0.000755557
71010 0.00076698
72010 0.000779008
73010 0.000790219
74010 0.000802803
75010 0.000814829
76010 0.000827777
77010 0.000840479
78010 0.000853601
79010 0.00086452
80010 0.000875879
81010 0.000888394
82010 0.000900749
83010 0.000912577
84010 0.000926538
85010 0.000937098
86010 0.000949907
87010 0.000962177
88010 0.000973975
89010 0.00098851
90010 0.000997697
91010 0.00100943
92010 0.00102168
93010 0.00103418
94010 0.0010462
95010 0.00105835
96010 0.00107037
97010 0.0010828
98010 0.00109471
99010 0.00110801
